이름,추천수,별점수,총화수,요일,1화링크,상세페이지 URL,장르모음,웹툰보는곳
FREAK-QUENCY : 프릭-퀀시,24,2.5,70,월요일,https://newtoki307.com/webtoon/160868?sst=as_update&sod=desc&yoil=%EC%9B%94&page=4&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/160862/FREAK-QUENCY-%ED%94%84%EB%A6%AD-%ED%80%80%EC%8B%9C?sst=as_update&sod=desc&yoil=%EC%9B%94&page=4&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,한국",
별안간 하녀,4,1.5,9,월요일,https://newtoki307.com/webtoon/17979564?sst=as_update&sod=desc&yoil=%EC%9B%94&page=4&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/17979042/%EB%B3%84%EC%95%88%EA%B0%84-%ED%95%98%EB%85%80?sst=as_update&sod=desc&yoil=%EC%9B%94&page=4&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,중국",
강호대란:생과 벌,9,2.5,9,월요일,https://newtoki307.com/webtoon/18195630?sst=as_update&sod=desc&yoil=%EC%9B%94&page=4&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/18195546/%EA%B0%95%ED%98%B8%EB%8C%80%EB%9E%80-%EC%83%9D%EA%B3%BC-%EB%B2%8C?sst=as_update&sod=desc&yoil=%EC%9B%94&page=4&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
암수살인노트,3,2.5,69,월요일,https://newtoki307.com/webtoon/13866767?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/13864652/%EC%95%94%EC%88%98%EC%82%B4%EC%9D%B8%EB%85%B8%ED%8A%B8?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,드라마,한국",
클락워크 엠파이어,23,3.5,54,월요일,https://newtoki307.com/webtoon/15226675?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/15226321/%ED%81%B4%EB%9D%BD%EC%9B%8C%ED%81%AC-%EC%97%A0%ED%8C%8C%EC%9D%B4%EC%96%B4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
영원지존,32,2.5,250,월요일,https://newtoki307.com/webtoon/95134?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/95012/%EC%98%81%EC%9B%90%EC%A7%80%EC%A1%B4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,중국",
잉어님과 떡볶이,1,4.5,11,월요일,https://newtoki307.com/webtoon/17907540?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/17907180/%EC%9E%89%EC%96%B4%EB%8B%98%EA%B3%BC-%EB%96%A1%EB%B3%B6%EC%9D%B4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,로맨스,
악녀는 사실 킹메이커입니다,7,2.5,13,월요일,https://newtoki307.com/webtoon/18578283?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/18578046/%EC%95%85%EB%85%80%EB%8A%94-%EC%82%AC%EC%8B%A4-%ED%82%B9%EB%A9%94%EC%9D%B4%EC%BB%A4%EC%9E%85%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,중국",
명판관 장평,0,3.0,11,월요일,https://newtoki307.com/webtoon/18010779?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/18010737/%EB%AA%85%ED%8C%90%EA%B4%80-%EC%9E%A5%ED%8F%89?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,판타지,
시간의 계단,42,3.5,115,월요일,https://newtoki307.com/webtoon/12285295?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/12272305/%EC%8B%9C%EA%B0%84%EC%9D%98-%EA%B3%84%EB%8B%A8?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,드라마,한국",
황자님께 입덕합니다,264,4.5,66,월요일,https://newtoki307.com/webtoon/493832?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/493807/%ED%99%A9%EC%9E%90%EB%8B%98%EA%BB%98-%EC%9E%85%EB%8D%95%ED%95%A9%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
사귄 건 아닌데,34,3.5,89,월요일,https://newtoki307.com/webtoon/1060721?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/1060685/%EC%82%AC%EA%B7%84-%EA%B1%B4-%EC%95%84%EB%8B%8C%EB%8D%B0?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
달콤한 종속 : 뱀파이어와 키스를,9,2.5,194,월요일,https://newtoki307.com/webtoon/11914006?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11171438/%EB%8B%AC%EC%BD%A4%ED%95%9C-%EC%A2%85%EC%86%8D-%EB%B1%80%ED%8C%8C%EC%9D%B4%EC%96%B4%EC%99%80-%ED%82%A4%EC%8A%A4%EB%A5%BC?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,중국",
이중첩자,22,4.0,57,월요일,https://newtoki307.com/webtoon/10007515?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/10006354/%EC%9D%B4%EC%A4%91%EC%B2%A9%EC%9E%90?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
요리GO,21,4.5,160,월요일,https://newtoki307.com/webtoon/272722?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/272721/%EC%9A%94%EB%A6%ACGO?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"일상,학원,한국",
홍천기,2,0.0,11,월요일,https://newtoki307.com/webtoon/17294253?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/17294040/%ED%99%8D%EC%B2%9C%EA%B8%B0?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
이제야 연애,12,4.5,9,월요일,https://newtoki307.com/webtoon/17294313?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/17294061/%EC%9D%B4%EC%A0%9C%EC%95%BC-%EC%97%B0%EC%95%A0?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,드라마,
"대표님, 사모님이 도망가요",4,1.5,80,월요일,https://newtoki307.com/webtoon/13132501?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/13131095/%EB%8C%80%ED%91%9C%EB%8B%98-%EC%82%AC%EB%AA%A8%EB%8B%98%EC%9D%B4-%EB%8F%84%EB%A7%9D%EA%B0%80%EC%9A%94?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,중국",
늑대가 우는 약국,21,4.5,77,월요일,https://newtoki307.com/webtoon/9757795?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/9756051/%EB%8A%91%EB%8C%80%EA%B0%80-%EC%9A%B0%EB%8A%94-%EC%95%BD%EA%B5%AD?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
신데렐라의 남자,13,2.5,167,월요일,https://newtoki307.com/webtoon/11893537?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11889628/%EC%8B%A0%EB%8D%B0%EB%A0%90%EB%9D%BC%EC%9D%98-%EB%82%A8%EC%9E%90?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
할리 퀸,0,2.0,5,월요일,https://newtoki307.com/webtoon/16900245?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/16899909/%ED%95%A0%EB%A6%AC-%ED%80%B8?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,드라마,
어이상실의 시대,3,2.5,60,월요일,https://newtoki307.com/webtoon/11893153?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11893094/%EC%96%B4%EC%9D%B4%EC%83%81%EC%8B%A4%EC%9D%98-%EC%8B%9C%EB%8C%80?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,한국",
어렴풋이,5,4.5,214,월요일,https://newtoki307.com/webtoon/10678?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/345/%EC%96%B4%EB%A0%B4%ED%92%8B%EC%9D%B4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,한국",
이미테이션,75,4.0,256,월요일,https://newtoki307.com/webtoon/81505?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/81459/%EC%9D%B4%EB%AF%B8%ED%85%8C%EC%9D%B4%EC%85%98?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
숨겨진 세계,10,2.5,105,월요일,https://newtoki307.com/webtoon/11827576?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11345078/%EC%88%A8%EA%B2%A8%EC%A7%84-%EC%84%B8%EA%B3%84?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,중국",
천년검제,4,1.5,40,월요일,https://newtoki307.com/webtoon/14394619?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/14393662/%EC%B2%9C%EB%85%84%EA%B2%80%EC%A0%9C?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"무협,한국",
D.P 개의 날,8,4.5,57,월요일,https://newtoki307.com/webtoon/15995286?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/15995253/D-P-%EA%B0%9C%EC%9D%98-%EB%82%A0?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"드라마,한국",
옆집남자,3,3.5,92,월요일,https://newtoki307.com/webtoon/11784686?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11782477/%EC%98%86%EC%A7%91%EB%82%A8%EC%9E%90?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,중국",
묵향 디 오리진,141,3.5,47,월요일,https://newtoki307.com/webtoon/10365148?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/10365033/%EB%AC%B5%ED%96%A5-%EB%94%94-%EC%98%A4%EB%A6%AC%EC%A7%84?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"무협,한국",
헬로맨스,5,4.5,52,월요일,https://newtoki307.com/webtoon/10252304?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/10250289/%ED%97%AC%EB%A1%9C%EB%A7%A8%EC%8A%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
레이디 프로젝트,12,2.5,108,월요일,https://newtoki307.com/webtoon/275497?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/275489/%EB%A0%88%EC%9D%B4%EB%94%94-%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,한국",
사랑 선고,8,3.5,50,월요일,https://newtoki307.com/webtoon/12063616?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11344921/%EC%82%AC%EB%9E%91-%EC%84%A0%EA%B3%A0?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
최강마존 데릴사위,8,2.5,101,월요일,https://newtoki307.com/webtoon/12342272?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/12338360/%EC%B5%9C%EA%B0%95%EB%A7%88%EC%A1%B4-%EB%8D%B0%EB%A6%B4%EC%82%AC%EC%9C%84?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,무협,중국",
쿵푸컴퍼니,6,2.5,32,월요일,https://newtoki307.com/webtoon/7435873?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/7435664/%EC%BF%B5%ED%91%B8%EC%BB%B4%ED%8D%BC%EB%8B%88?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,드라마,한국",
은산몽담,12,3.5,139,월요일,https://newtoki307.com/webtoon/2685711?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/2685644/%EC%9D%80%EC%82%B0%EB%AA%BD%EB%8B%B4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"한국,중국",
벚꽃의 홍차왕자,5,3.5,35,월요일,https://newtoki307.com/webtoon/13307963?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/13304651/%EB%B2%9A%EA%BD%83%EC%9D%98-%ED%99%8D%EC%B0%A8%EC%99%95%EC%9E%90?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
사랑은 개싸움!,4,2.0,38,월요일,https://newtoki307.com/webtoon/412364?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/412350/%EC%82%AC%EB%9E%91%EC%9D%80-%EA%B0%9C%EC%8B%B8%EC%9B%80?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
사람의 사이로,1,3.5,42,월요일,https://newtoki307.com/webtoon/12454325?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/12442812/%EC%82%AC%EB%9E%8C%EC%9D%98-%EC%82%AC%EC%9D%B4%EB%A1%9C?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,드라마,한국",
팬티요정 미미미,1,1.5,71,월요일,https://newtoki307.com/webtoon/309602?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/309596/%ED%8C%AC%ED%8B%B0%EC%9A%94%EC%A0%95-%EB%AF%B8%EB%AF%B8%EB%AF%B8?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"개그,학원,한국",
영의 기원,2,1.5,54,월요일,https://newtoki307.com/webtoon/11238218?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11185496/%EC%98%81%EC%9D%98-%EA%B8%B0%EC%9B%90?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,미스터리,한국",
그림자 황비,257,4.5,61,월요일,https://newtoki307.com/webtoon/4549930?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/4549909/%EA%B7%B8%EB%A6%BC%EC%9E%90-%ED%99%A9%EB%B9%84?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
사월이 다시 오면,2,3.5,45,월요일,https://newtoki307.com/webtoon/11348366?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11345018/%EC%82%AC%EC%9B%94%EC%9D%B4-%EB%8B%A4%EC%8B%9C-%EC%98%A4%EB%A9%B4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,드라마,중국",
쇄룡 용의 전설,2,3.0,48,월요일,https://newtoki307.com/webtoon/12637618?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/12636832/%EC%87%84%EB%A3%A1-%EC%9A%A9%EC%9D%98-%EC%A0%84%EC%84%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,무협,중국",
현질해서 최강으로 레벨업,27,2.5,72,월요일,https://newtoki307.com/webtoon/1741766?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/1741751/%ED%98%84%EC%A7%88%ED%95%B4%EC%84%9C-%EC%B5%9C%EA%B0%95%EC%9C%BC%EB%A1%9C-%EB%A0%88%EB%B2%A8%EC%97%85?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,중국",
어게인스트 더 월드 시즌2,2,1.0,34,월요일,https://newtoki307.com/webtoon/2699701?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/2698945/%EC%96%B4%EA%B2%8C%EC%9D%B8%EC%8A%A4%ED%8A%B8-%EB%8D%94-%EC%9B%94%EB%93%9C-%EC%8B%9C%EC%A6%8C2?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,드라마,한국",
황제의 연인,9,2.5,32,월요일,https://newtoki307.com/webtoon/11899583?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11897519/%ED%99%A9%EC%A0%9C%EC%9D%98-%EC%97%B0%EC%9D%B8?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,드라마,한국",
연습생 고영신,3,3.5,17,월요일,https://newtoki307.com/webtoon/12385879?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/12385606/%EC%97%B0%EC%8A%B5%EC%83%9D-%EA%B3%A0%EC%98%81%EC%8B%A0?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
고교정점,5,3.5,192,월요일,https://newtoki307.com/webtoon/45750?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/45172/%EA%B3%A0%EA%B5%90%EC%A0%95%EC%A0%90?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,학원,한국",
악역의 구원자,181,3.5,89,월요일,https://newtoki307.com/webtoon/233930?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/233928/%EC%95%85%EC%97%AD%EC%9D%98-%EA%B5%AC%EC%9B%90%EC%9E%90?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
악한 기사,48,2.0,65,월요일,https://newtoki307.com/webtoon/1497958?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/1497580/%EC%95%85%ED%95%9C-%EA%B8%B0%EC%82%AC?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
미러게임,3,4.5,69,월요일,https://newtoki307.com/webtoon/458544?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/458542/%EB%AF%B8%EB%9F%AC%EA%B2%8C%EC%9E%84?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"미스터리,드라마,한국",
여름 소나타,5,3.0,48,월요일,https://newtoki307.com/webtoon/11893247?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11892451/%EC%97%AC%EB%A6%84-%EC%86%8C%EB%82%98%ED%83%80?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
도장을 찍어주세요,23,2.5,74,월요일,https://newtoki307.com/webtoon/302721?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/302710/%EB%8F%84%EC%9E%A5%EC%9D%84-%EC%B0%8D%EC%96%B4%EC%A3%BC%EC%84%B8%EC%9A%94?sst=as_update&sod=desc&yoil=%EC%9B%94&page=5&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,한국",
