이름,추천수,별점수,총화수,요일,1화링크,상세페이지 URL,장르모음,웹툰보는곳
악녀의 문구점에 오지 마세요!,270,3.5,66,목요일,https://newtoki307.com/webtoon/20469021?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/20468268/%EC%95%85%EB%85%80%EC%9D%98-%EB%AC%B8%EA%B5%AC%EC%A0%90%EC%97%90-%EC%98%A4%EC%A7%80-%EB%A7%88%EC%84%B8%EC%9A%94?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
황제궁 옆 마로니에 농장,282,4.5,55,목요일,https://newtoki307.com/webtoon/21178110?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/21177477/%ED%99%A9%EC%A0%9C%EA%B6%81-%EC%98%86-%EB%A7%88%EB%A1%9C%EB%8B%88%EC%97%90-%EB%86%8D%EC%9E%A5?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
경이로운 소문 시즌 제로+시즌3,34,4.5,38,목요일,https://newtoki307.com/webtoon/25752413?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25744937/%EA%B2%BD%EC%9D%B4%EB%A1%9C%EC%9A%B4-%EC%86%8C%EB%AC%B8-%EC%8B%9C%EC%A6%8C-%EC%A0%9C%EB%A1%9C-%EC%8B%9C%EC%A6%8C3?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,드라마",
신화급 영웅들의 계승자,70,3.0,32,목요일,https://newtoki307.com/webtoon/28686450?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28684125/%EC%8B%A0%ED%99%94%EA%B8%89-%EC%98%81%EC%9B%85%EB%93%A4%EC%9D%98-%EA%B3%84%EC%8A%B9%EC%9E%90?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
뮤즈 온 유명,21,4.5,51,목요일,https://newtoki307.com/webtoon/24486725?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/24486512/%EB%AE%A4%EC%A6%88-%EC%98%A8-%EC%9C%A0%EB%AA%85?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,,
길동,11,2.5,62,목요일,https://newtoki307.com/webtoon/24952475?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/24948362/%EA%B8%B8%EB%8F%99?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,무협,
악당만 취급합니다,85,3.5,50,목요일,https://newtoki307.com/webtoon/25972406?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25971812/%EC%95%85%EB%8B%B9%EB%A7%8C-%EC%B7%A8%EA%B8%89%ED%95%A9%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
쪼렙 헌터부터 다시 시작,33,2.5,137,목요일,https://newtoki307.com/webtoon/22801164?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/22800918/%EC%AA%BC%EB%A0%99-%ED%97%8C%ED%84%B0%EB%B6%80%ED%84%B0-%EB%8B%A4%EC%8B%9C-%EC%8B%9C%EC%9E%91?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,중국",
꽃은 썩고 너는 남는다,37,2.5,104,목요일,https://newtoki307.com/webtoon/15760740?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/15760116/%EA%BD%83%EC%9D%80-%EC%8D%A9%EA%B3%A0-%EB%84%88%EB%8A%94-%EB%82%A8%EB%8A%94%EB%8B%A4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
나 혼자 네크로맨서,295,3.5,106,목요일,https://newtoki307.com/webtoon/16785393?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/16785336/%EB%82%98-%ED%98%BC%EC%9E%90-%EB%84%A4%ED%81%AC%EB%A1%9C%EB%A7%A8%EC%84%9C?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
네이처맨,23,5.0,20,목요일,https://newtoki307.com/webtoon/28142757?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28142403/%EB%84%A4%EC%9D%B4%EC%B2%98%EB%A7%A8?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,드라마",
사기 친 공작님을 유혹해버렸다,43,3.5,41,목요일,https://newtoki307.com/webtoon/25009061?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25008305/%EC%82%AC%EA%B8%B0-%EC%B9%9C-%EA%B3%B5%EC%9E%91%EB%8B%98%EC%9D%84-%EC%9C%A0%ED%98%B9%ED%95%B4%EB%B2%84%EB%A0%B8%EB%8B%A4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
만능잡캐,97,2.5,103,목요일,https://newtoki307.com/webtoon/17364384?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/17364189/%EB%A7%8C%EB%8A%A5%EC%9E%A1%EC%BA%90?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
당신의 그림자를 그만두었을 때,22,2.5,28,목요일,https://newtoki307.com/webtoon/27234191?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27233864/%EB%8B%B9%EC%8B%A0%EC%9D%98-%EA%B7%B8%EB%A6%BC%EC%9E%90%EB%A5%BC-%EA%B7%B8%EB%A7%8C%EB%91%90%EC%97%88%EC%9D%84-%EB%95%8C?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
쌍둥이 영애가 남장을 하는 이유,47,2.5,15,목요일,https://newtoki307.com/webtoon/29362360?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/29362222/%EC%8C%8D%EB%91%A5%EC%9D%B4-%EC%98%81%EC%95%A0%EA%B0%80-%EB%82%A8%EC%9E%A5%EC%9D%84-%ED%95%98%EB%8A%94-%EC%9D%B4%EC%9C%A0?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
비서 일탈,27,3.5,47,목요일,https://newtoki307.com/webtoon/24487535?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/24487322/%EB%B9%84%EC%84%9C-%EC%9D%BC%ED%83%88?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
업데이터,128,3.5,135,목요일,https://newtoki307.com/webtoon/12865518?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/12865210/%EC%97%85%EB%8D%B0%EC%9D%B4%ED%84%B0?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
시한부 대공자비의 꽃길 라이프,45,2.0,56,목요일,https://newtoki307.com/webtoon/21118359?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/21117621/%EC%8B%9C%ED%95%9C%EB%B6%80-%EB%8C%80%EA%B3%B5%EC%9E%90%EB%B9%84%EC%9D%98-%EA%BD%83%EA%B8%B8-%EB%9D%BC%EC%9D%B4%ED%94%84?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
수선환생록: 지존의 귀환,17,2.5,50,목요일,https://newtoki307.com/webtoon/26309003?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/26308133/%EC%88%98%EC%84%A0%ED%99%98%EC%83%9D%EB%A1%9D-%EC%A7%80%EC%A1%B4%EC%9D%98-%EA%B7%80%ED%99%98?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,무협",
"구해주세요, 공주님",62,3.5,80,목요일,https://newtoki307.com/webtoon/10095998?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/10095753/%EA%B5%AC%ED%95%B4%EC%A3%BC%EC%84%B8%EC%9A%94-%EA%B3%B5%EC%A3%BC%EB%8B%98?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
"사랑, 하고 있어",28,4.5,58,목요일,https://newtoki307.com/webtoon/24841691?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/24841100/%EC%82%AC%EB%9E%91-%ED%95%98%EA%B3%A0-%EC%9E%88%EC%96%B4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
옥타곤 리벤지,2,1.5,3,목요일,https://newtoki307.com/webtoon/30888189?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/30888037/%EC%98%A5%ED%83%80%EA%B3%A4-%EB%A6%AC%EB%B2%A4%EC%A7%80?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,액션,
운빨,70,2.0,57,목요일,https://newtoki307.com/webtoon/21704940?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/21704325/%EC%9A%B4%EB%B9%A8?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
섀도 하우스,42,4.5,172,목요일,https://newtoki307.com/webtoon/14827831?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/14827735/%EC%84%80%EB%8F%84-%ED%95%98%EC%9A%B0%EC%8A%A4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"미스터리,드라마,한국",
악녀 카루나가 작아졌어요,71,2.5,89,목요일,https://newtoki307.com/webtoon/17513748?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/17513145/%EC%95%85%EB%85%80-%EC%B9%B4%EB%A3%A8%EB%82%98%EA%B0%80-%EC%9E%91%EC%95%84%EC%A1%8C%EC%96%B4%EC%9A%94?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
여주의 첫사랑을 빼앗아 버렸다,22,3.0,20,목요일,https://newtoki307.com/webtoon/30841493?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/30836433/%EC%97%AC%EC%A3%BC%EC%9D%98-%EC%B2%AB%EC%82%AC%EB%9E%91%EC%9D%84-%EB%B9%BC%EC%95%97%EC%95%84-%EB%B2%84%EB%A0%B8%EB%8B%A4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
가상&RPG,40,2.5,60,목요일,https://newtoki307.com/webtoon/19009935?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/19009263/%EA%B0%80%EC%83%81-RPG?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,판타지,
여친을 찾아서,2,1.0,5,목요일,https://newtoki307.com/webtoon/30289329?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/30282193/%EC%97%AC%EC%B9%9C%EC%9D%84-%EC%B0%BE%EC%95%84%EC%84%9C?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"미스터리,드라마",
신데렐라는 내가 아니었다,165,3.5,95,목요일,https://newtoki307.com/webtoon/16265664?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/16264779/%EC%8B%A0%EB%8D%B0%EB%A0%90%EB%9D%BC%EB%8A%94-%EB%82%B4%EA%B0%80-%EC%95%84%EB%8B%88%EC%97%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
마법소녀 이세계아이돌,90,2.5,12,목요일,https://newtoki307.com/webtoon/29107977?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/29107068/%EB%A7%88%EB%B2%95%EC%86%8C%EB%85%80-%EC%9D%B4%EC%84%B8%EA%B3%84%EC%95%84%EC%9D%B4%EB%8F%8C?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
황제의 품으로 돌아온 성녀,6,5.0,3,목요일,https://newtoki307.com/webtoon/30706593?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/30706321/%ED%99%A9%EC%A0%9C%EC%9D%98-%ED%92%88%EC%9C%BC%EB%A1%9C-%EB%8F%8C%EC%95%84%EC%98%A8-%EC%84%B1%EB%85%80?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
회귀의 전설,226,3.0,106,목요일,https://newtoki307.com/webtoon/16616718?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/16615401/%ED%9A%8C%EA%B7%80%EC%9D%98-%EC%A0%84%EC%84%A4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,드라마",
재앙급 영웅님이 귀환하셨다,483,3.5,75,목요일,https://newtoki307.com/webtoon/18422505?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/18422391/%EC%9E%AC%EC%95%99%EA%B8%89-%EC%98%81%EC%9B%85%EB%8B%98%EC%9D%B4-%EA%B7%80%ED%99%98%ED%95%98%EC%85%A8%EB%8B%A4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
귀족 영애도 다이어트합니다,27,2.5,45,목요일,https://newtoki307.com/webtoon/26885723?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/26884973/%EA%B7%80%EC%A1%B1-%EC%98%81%EC%95%A0%EB%8F%84-%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8%ED%95%A9%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
무결,10,2.5,99,목요일,https://newtoki307.com/webtoon/22639773?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/22639554/%EB%AC%B4%EA%B2%B0?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,무협,
악녀인데 하필 남편이 잘생겼다,11,3.5,5,목요일,https://newtoki307.com/webtoon/30525533?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/30525401/%EC%95%85%EB%85%80%EC%9D%B8%EB%8D%B0-%ED%95%98%ED%95%84-%EB%82%A8%ED%8E%B8%EC%9D%B4-%EC%9E%98%EC%83%9D%EA%B2%BC%EB%8B%A4?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
꽃만 키우는데 너무강함,191,3.5,182,목요일,https://newtoki307.com/webtoon/1747988?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/1747966/%EA%BD%83%EB%A7%8C-%ED%82%A4%EC%9A%B0%EB%8A%94%EB%8D%B0-%EB%84%88%EB%AC%B4%EA%B0%95%ED%95%A8?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,개그,한국",
던전 씹어먹는 아티팩트,183,3.5,131,목요일,https://newtoki307.com/webtoon/9714397?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/9713526/%EB%8D%98%EC%A0%84-%EC%94%B9%EC%96%B4%EB%A8%B9%EB%8A%94-%EC%95%84%ED%8B%B0%ED%8C%A9%ED%8A%B8?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
현실퀘스트,189,3.5,98,목요일,https://newtoki307.com/webtoon/18255558?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/18254694/%ED%98%84%EC%8B%A4%ED%80%98%EC%8A%A4%ED%8A%B8?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,개그",
악역무쌍,94,3.5,60,목요일,https://newtoki307.com/webtoon/24244268?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/24243827/%EC%95%85%EC%97%AD%EB%AC%B4%EC%8C%8D?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,무협,
제가 죽었다고 각성하시다니요,93,4.5,37,목요일,https://newtoki307.com/webtoon/27234116?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27233555/%EC%A0%9C%EA%B0%80-%EC%A3%BD%EC%97%88%EB%8B%A4%EA%B3%A0-%EA%B0%81%EC%84%B1%ED%95%98%EC%8B%9C%EB%8B%A4%EB%8B%88%EC%9A%94?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
술사귀환,11,2.5,50,목요일,https://newtoki307.com/webtoon/25007240?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25006973/%EC%88%A0%EC%82%AC%EA%B7%80%ED%99%98?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,무협",
불건전한 프러포즈,6,1.5,40,목요일,https://newtoki307.com/webtoon/26765090?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/26764586/%EB%B6%88%EA%B1%B4%EC%A0%84%ED%95%9C-%ED%94%84%EB%9F%AC%ED%8F%AC%EC%A6%88?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,로맨스,
미르의 전설 : 금갑도룡,15,3.5,51,목요일,https://newtoki307.com/webtoon/11809994?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/11807012/%EB%AF%B8%EB%A5%B4%EC%9D%98-%EC%A0%84%EC%84%A4-%EA%B8%88%EA%B0%91%EB%8F%84%EB%A3%A1?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
"이러면 안 돼요, 전하!",35,3.5,33,목요일,https://newtoki307.com/webtoon/26078420?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/26077841/%EC%9D%B4%EB%9F%AC%EB%A9%B4-%EC%95%88-%EB%8F%BC%EC%9A%94-%EC%A0%84%ED%95%98?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
앞집나리,46,3.5,41,목요일,https://newtoki307.com/webtoon/25934096?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25829000/%EC%95%9E%EC%A7%91%EB%82%98%EB%A6%AC?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,성인",
스핑크스라이크(Sphinxlike),10,2.5,41,목요일,https://newtoki307.com/webtoon/26225153?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/26222222/%EC%8A%A4%ED%95%91%ED%81%AC%EC%8A%A4%EB%9D%BC%EC%9D%B4%ED%81%AC-Sphinxlike?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,드라마",
"이혼해 주세요, 황제가 돼야 해서요",42,2.5,48,목요일,https://newtoki307.com/webtoon/25007855?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=3&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25007294/%EC%9D%B4%ED%98%BC%ED%95%B4-%EC%A3%BC%EC%84%B8%EC%9A%94-%ED%99%A9%EC%A0%9C%EA%B0%80-%EB%8F%BC%EC%95%BC-%ED%95%B4%EC%84%9C%EC%9A%94?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=3&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
레드 앤 매드,13,3.5,45,목요일,https://newtoki307.com/webtoon/25809617?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=3&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25809368/%EB%A0%88%EB%93%9C-%EC%95%A4-%EB%A7%A4%EB%93%9C?sst=as_update&sod=desc&yoil=%EB%AA%A9&page=3&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,로맨스,
