이름,플랫폼,작가,그림,장르,상태,요일,좋아요,별점,총화수,무료,줄거리,첫화링크
두 마리를 위한 뜰,naverseries,솜마르,솜마르,드라마,시즌 휴재,화,30,10.0,60,전화,"뿔이 하나면 어때서 평화롭던 산양마을에서 한순간 불길한 징조가 되어버린 우이람 모든 걸 포기하고자 늑대를 찾아가지만, 이 늑대 어딘가 이상한데 완벽한 죽음을 위해 따라나선 모험에서 우이람은 삶의 의지를 되찾을 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=9392462&sortOrder=DESC#priceInfo
흑룡의 취향,naverseries,강규원,닥죽,순정,완결,목,2,9.4,83,3화,"""드래곤 나오는 신간 있나?""대한민국 대표 배우, 임진하사실 그는 드래곤이 나오는 판타지 소설 매니아그 비밀을 아는 사람은 오직 한 사람, 차율리뿐이제 막 사회에 발을 내디딘 새내기 변호사, 차율리누구보다 이성적이여야 할 그녀의 앞에 이상한 일들이 펼쳐진다실내에서 비가 내리질 않나, 천 년 묵은 이무기가 납치를 하질 않나21세기에 용은 뭐고, 용살자는 또 뭐야?""차율리 드래곤은 관심 없어?""""전 별로 파충류는 관심 없는데""""드래곤은 파충류가 아니야""""아, 그래요? 그럼 뭐지? 양서류인가?""양서류도 아니야 그냥 그냥, 그냥 드래곤이지""접기",https://series.naver.com/comic/detail.series?productNo=10895807&sortOrder=DESC#priceInfo
이런 미친 엔딩,naverseries,,LEE세,순정,완결,27일,5,10.0,71,전화,주인공 차지호는 교육열 강한 엄마 밑에서 자라 전교 1등을 절대 놓친 적 없는 엘리트 학생이다인생의 모든 플랜이 엄마가 원하는 대로 움직이던 그녀에게도 남 몰래 짝사랑하는 남학생이 있었으니 그의 이름은 유찬어느 날 지호는 자신이 쓰던 수첩과 유찬의 수첩을 뒤바뀐 것을 계기로 그의 엄청난 비밀을 알게 되는데…자신의 수명이 얼마 남지 않았다는 것을 깨달은 여자와 자신의 능력으로 누군가를 구할 수 있을 거라 믿었던 남자의 인생 사기 혼인 로맨스접기,https://series.naver.com/comic/detail.series?productNo=9123808&sortOrder=DESC#priceInfo
고교흥신소,naverseries,,김성모,소년,시즌 휴재,14일,2,9.8,15,전화,"뭐 하나 빠지는 것 없는 고등학생 한유진, 학교에서는 조용하게 지내는 학생이지만밖에서는 흥신소를 운영하는 사장으로써, 친구들과 함께 뒷세계의 일들을 해결해 나간다",https://series.naver.com/comic/detail.series?productNo=9046542&sortOrder=DESC#priceInfo
아내를 구하는 4가지 방법,naverseries,윤다,윤다,순정,완결,금,1,9.7,86,4화,"전연인이 선물한(?) 황당한 공개 구혼조건 맞는 여자가 필요한 남자와 대용품으로 선택된 여자의 사면초가 구혼 배틀***“난 결혼 같은 건 안 해 동거? 그건 나쁘지 않네”그렇게 사랑해서 미국으로 갔지만, 서로 상처만 주고 헤어진 부모님의 영향으로 비혼주의를 넘어 ‘결혼 공포증’을 가지게 된 남자, 김건형돈, 외모, 능력 어느 것 하나 빠지는 것 없는 그에게 유일한 오점이 있다면 바로 ‘사생아’라는 점이다 그를 사생아로 만든 것도 모자라, 사방에 맹수가 가득한 사파리를 방불케 하는 재벌가에 던져놓은 아버지는 그래도 아주 무책임한 사람은 아니었는지 그에게 막대한 유산을 남겼다단, 대학을 졸업하라는 조건과 함께이미 죽은 아버지를 원망할 새도 없이, 깔끔하게 끝냈다고 생각했던 전 연인이 꽤 화가 났는지‘공개 구혼’이라는 폭탄을 투척했다‘나 말고 네가 누구랑 결혼할까?’ 단순한 물음인 줄 알았던 말이 정말 현실이 된 것도, 팔자에도 없던 대학에 다니게 된 것도 머리가 깨질 지경인데, 설상가상 제 동생을 뽑았다고 다짜고짜 면접장에 쳐들어 온 이상한 여자와의 끈질긴 악연까지조용한 대학생활, 일, 돈으로 연결 된 계약 연애 전부 해낼 수 있을까?“아무리 내가 이것저것 잘 줍는다지만, 사지 멀쩡한 사람까지 줍고 싶진 않은데”가훈을 성경처럼 삼는, 돈 되는 일이면 가훈에 반하지만 않는다면 뭐든 연예인 ‘덕질’이 유일한 낙인, 평범하지만 비범한 암모나이트 대학생 강정원부모님이 남긴 유산 중 하나인 68개의 가훈을 기반으로 세 동생들과 고양이 두 마리를 먹여 살리는 생활력 만렙 그녀의 유일한 걱정은 둘째 동생 ‘희원’이다 연예인을 하겠다고 그렇게 설치더니 결국 사고를 치고 말았다 갑자기 결혼을 하겠다는 청천벽력 같은 소식에 달려간 면접장엔 프러포즈를 하고 대차게 차였던 그 불쌍한 남자가 있었다동생을 선택하지 않겠다는 약속을 받고 안심하는 것도 잠시, 연인 행세를 하자고 하는 것도 모자라서 집에 들어와 살겠단다결국 하숙비라는 명분에 넘어가 집에 들이긴 하지만, 찔러도 피 한 방울 안 나올 것 같던 이 인간… 어딘가 많이 허술한데?한 번도 해 본 적 없는 연애, 이렇게 재활용 하듯 해도 되는 걸까?#전연인이쏘아올린#기간제아내모집#공개구혼#버려진남자#줍는여자#재활용은#매주수요일접기",https://series.naver.com/comic/detail.series?productNo=11013438&sortOrder=DESC#priceInfo
복천성주,naverseries,강남풍,아자,무협,시즌 휴재,토,4,9.2,130,4화,"이강천은 시골 마을 출신으로 한 번도 싸움에서 이겨 본 적 없이 없다 절름발이 할배보다 느린 속도, 장님 할배보다 못한 정확도 강천은 마을에서 가장 나약한 존재였다 그러던 어느 날, 마을에 정체를 알 수 없는 자가 나타나 마을 사람들을 모조리 죽여 버렸고, 바보 같은 강천은 겁쟁이처럼 숨어 있기만 했다 그 사건을 계기로 강천은 마을을 떠나 강해지기로 마음을 먹는다 강해져야 한다, 강해져야만 그자를 찾고 억울하게 죽은 사람들을 위해 피의 복수를 할 수 있다 강해져야만 운명을 거슬러 소중한 사람들을 지켜낼 수가 있다반드시 강해져야 한다접기",https://series.naver.com/comic/detail.series?productNo=6251161&sortOrder=DESC#priceInfo
라서드,naverseries,감람,감람,소년,시즌 휴재,일,43,10.0,116,전화,"절대적 권능을 지닌 11인의 왕과, 왕을 수호하기 위한 기사단이 존재하는 세계수습기사 힌타는 파트너 캐넛과 함께 정식 기사가 되기 위한 모험을 떠나는데정식기사가 되기 위한 소년들의 고군분투 정통판타지액션접기",https://series.naver.com/comic/detail.series?productNo=5788657&sortOrder=DESC#priceInfo
얼굴천재,naverseries,지에이,지에이,드라마,완결,42일,71,9.7,166,13화,"꿈꾸었던 대로 인생이 갑자기 변했다 아싸 중의 아싸가, 인싸 중의 인싸가 되다니?",https://series.naver.com/comic/detail.series?productNo=4573238&sortOrder=DESC#priceInfo
원래 악녀가 체질,naverseries,iReader,iReader,순정,시즌 휴재,금,9,7.6,212,13화,"제약 계의 큰 손 이서하, 그녀가 만드는 약의 효능은 최상급에 속한다하지만 라이벌 회사 대표의 계략으로 사고로 죽게 되지만, 나약하기 그지 없어 가족들에게 죽임을 당했던과거의 또 다른 이서하로 환생하게 된다  또한 우연히 수천년간 갇혀 있던 수상한 남자를 구해주게 되는데,그가 가진 능력이 왠지 심상치 않다? 최상급 단약 제조 기술을 가진 이서하와 강력한 힘을 가진 수상한 남자그 둘의 앞날은 과연 어떻게 될까?접기",https://series.naver.com/comic/detail.series?productNo=8025286&sortOrder=DESC#priceInfo
연애고수,naverseries,햇님,햇님,순정,연재중,화,10,10.0,85,80화,"외모는 B, 성품은 D- 남자를 '진짜' 볼 줄 아는 그녀의 비밀은연애에 도움되는 정보를 한눈에 알려주는 상태창그런 그녀마저 뒤흔드는 특별한 남자들이 등장하는데?180도 달라진 전남친 승헌, 스탯창도 인정한 '완벽한 남자' 로운세 사람의 예측불허 로맨스가 시작된다접기",https://series.naver.com/comic/detail.series?productNo=9034076&sortOrder=DESC#priceInfo
옆집남자 친구,naverseries,꿀삼,꿀삼,순정,완결,28일,16,9.9,78,7화,"갑자기 소개받은 수상한 비밀 알바,자신의 아들과 친구로 지내며 감시를 해달라고 한다그런데 그 남자가 알고 보니 내 옆집에?까칠한 이웃 남자와의 복잡미묘한 캠퍼스 생활이 시작됐다접기",https://series.naver.com/comic/detail.series?productNo=8657931&sortOrder=DESC#priceInfo
폐인무쌍: 용병왕의 귀환,naverseries,소명태극,소명태극,무협,완결,수,4,8.8,59,4화,소문주가 된 이후 믿었던 동료들에게배신을 당해 폐인이 되어버린 임주한 그는 복수를 위해 문파에서 옥패를 훔쳐 다른 세계의 사람에게 육신을 내어주는 대신 도움을 청하게 되는데접기,https://series.naver.com/comic/detail.series?productNo=8615938&sortOrder=DESC#priceInfo
악인 장문의 귀환,naverseries,왕악,윤문정,무협,시즌 휴재,화,2,9.0,81,4화,"관에서 눈을 뜨니 무시무시하고 악독한 인간, 악인곡 곡주 류승도로 환생했다 그런데 눈을 떠도 하필 악인곡을 토벌하러 온 명문 정파에게 둘러싸인 이때라니 설상가상 '선인 시스템'에 묶여 악인곡을 명문 정파로 거듭나게 하라는 퀘스트까지 받게 되는데… ""시스템아, 나 그냥 악인 할게 나쁜 놈으로 살던 이 몸으로 갑자기 착한 일을 하라는 게 더 말이 안 되잖아"" 게다가 누가 악인들 아니랄까 봐, 눈 뜨자마자 펼쳐지는 악인곡 제자들의 뒤통수 퍼레이드란… 악인곡의 환골탈태 프로젝트 과연 그는 메인 퀘스트를 무사히 성공할 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=8149581&sortOrder=DESC#priceInfo
샐러드 데이즈,naverseries,설나무,설나무,드라마,완결,목,좋아요,9.3,96,7화,"""거지 같은 사랑 왜 나만 어려운 건데?""대학교 동기인 주아, 현아, 여임은 연애 중이다 주아는 만찢남 같은 완벽한 남친이 있지만늘 자기보다 일이 우선인 그에게 서운함을 느끼고,현아는 오래 만난 남친과의 권태기로 달콤 말랑한 설레임 따위 개나 줘버렸고,여임은 복잡한 집안 사정과 철없는 남친 때문에 속만 시끄럽다누가 20대의 사랑이 반짝반짝 아름답다고만 했는가상처받고 상처 주고, 서툴고 불안하기 짝이 없는…하늘을 날게 하다가도 저 바닥 끝으로내리 꽂아버리기도 하는 전쟁 같은 사랑 세 여자 주인공의 달콤 쌉싸름한 사랑 이야기가 시작된다접기",https://series.naver.com/comic/detail.series?productNo=10347892&sortOrder=DESC#priceInfo
그림자의 밤,naverseries,융,융,소년,시즌 휴재,34일,83,9.8,52,전화,"예지몽을 꾸는 '이아름'은 어느 날 기억 저편으로 밀려났던 악몽들을 떠올리게 된다그리고 노트에는 기억에 없는 꿈에 관한 내용들이 적혀있는데'난 이런 거 쓴 적 없어 하지만 분명 이건 내 꿈이 맞는데?'꿈에서 봤던 괴물들이 하나씩 현실에 등장하고,특별한 능력을 가진 사람들이 세상에 모습을 보이기 시작한다접기",https://series.naver.com/comic/detail.series?productNo=8212325&sortOrder=DESC#priceInfo
엔딩 후 서브남을 주웠다,naverseries,황도톨,정서,순정,완결,화,462,10.0,89,7화,"빙의한 소설 속 나의 최애캐는 서브남이었다여주에게 버림받아 흑화한 츤데레는 어마무시한 까칠남이 되어 있었다는 것 나, 무사히 서브남을 주울 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=5736878&sortOrder=DESC#priceInfo
더 퀸즈,naverseries,청민,이수현,소년,완결,화,9,8.3,41,7화,"""사람은 사람을 믿을 수 있는가""아동납치와 마약 제조를 일삼는 악명높은 미국의 거대 마피아 '삼부카'그들에 맞서기 위해 대한민국의 대재벌 원미호는 불로불사 소녀 강숙희, 마피아 출신 릴리아를 섭외하여 '퀸즈'를 결성한다 퀸즈는 삼부카와의 전쟁에서 승리할 수 있을 것인가? 재벌X초인X전직 마피아, 세 여자의 뜨거운 액션접기",https://series.naver.com/comic/detail.series?productNo=8014643&sortOrder=DESC#priceInfo
선배는 나빠요!,naverseries,쟈바칩,쟈바칩,순정,연재중,화,45,9.9,81,76화,"오직 나쁜 남자에게만 매력을 느껴 현실에선 연애 한번 해본 적 없는 '릴리'본인에게 다가오는 착한 남자들에겐 철벽을 치며 나쁜 남자를 기다리던 와중, 학교 제일의 쓰레기 선배 '현우'를 만나게 된다 천년의 이상형인 현우에게 릴리는 앞뒤 안 가리고 직진하지만, 돌아오는 현우의 반응은 차갑고 아프기만 한데 직접 겪어보니 오히려 좋다?접기",https://series.naver.com/comic/detail.series?productNo=8520716&sortOrder=DESC#priceInfo
이 짝사랑은 억울하다!,naverseries,김밀콩,김밀콩,순정,완결,35일,4,9.9,61,전화,"10년지기 소꿉친구 윤서아를 짝사랑하는 김강우 그런데 윤서아의 눈길이 향하는 곳은… 강우와 똑같은 외모와 똑같은 성격과 똑같은 취향, 자타공인 거의 복제인간과 다를 바 없는 쌍둥이 형 김상우…? 설마 너…?? 짝사랑이 이보다 억울할 수 없다",https://series.naver.com/comic/detail.series?productNo=8530799&sortOrder=DESC#priceInfo
혁명 뒤 공주는,naverseries,으앵,으앵,순정,완결,화,11,9.7,51,8화,"“지금 이 자리에서 적폐 왕조의 마지막 왕녀를 처단하고, 공화정을 선포한다”혁명으로 인해 죽은 공주 루미나 그녀는 전생의 기억을 가지고 한국에서 환생하여 평범한 회사원이 된다전생에 구를 대로 굴렀으니 이제는 편하게 살고 싶은데, 전생의 인연들이 나타나 그녀의 회사생활을 방해한다접기",https://series.naver.com/comic/detail.series?productNo=8024012&sortOrder=DESC#priceInfo
멸종위기종인간,naverseries,사하라,사하라,소년,시즌 휴재,화,14,9.4,85,전화,"로또, 짝사랑, 무병장수, 초능력, 저주, 지구멸망어느날 갑자기 이 모든 소원이 이루어지자지구는 쑥대밭이 되고 멸종위기에 몰린 인간들의 유일한 희망은 초능력을 얻게된 극소수의 사람들이 되었다",https://series.naver.com/comic/detail.series?productNo=8298214&sortOrder=DESC#priceInfo
재생존경쟁,naverseries,미티,톨젠,소년,완결,화,5,9.7,60,8화,자살의 또 다른 이름 '극단적 선택'그 선택 앞에서 인간은 정말로 죽고 싶은건가?만약 부와 명예가 모두 주어진 성공적인 삶의 미래가 보장되거나여생을 편하게 보낼 수 있다는 확신이 있다면당신은 죽음의 선택을 번복할 것인가? 스스로 죽은 이들에게 마지막으로 주어진 재생존의 기회그 기회를 잡기 위한 치열한 경쟁이 시작된다살고 싶으면 버티고 버티고 버텨라접기,https://series.naver.com/comic/detail.series?productNo=8393219&sortOrder=DESC#priceInfo
안미운 우리들,naverseries,지피,지피,순정,완결,42일,9,9.8,59,11화,"""그 새끼랑 헤어져"" 뭐? 이것도 친구라고내 애인과 내가 헤어지길 바라는 남사친 '상재수'그리고 그런 녀석을 모나게 내칠 수 없는 나, '하원수'거기다가 내게 고백까지 하는 상황이라니그로 인해 우리들의 관계는 점점 금이 가기 시작했다 깨진 휴대폰 액정처럼접기",https://series.naver.com/comic/detail.series?productNo=8479747&sortOrder=DESC#priceInfo
이세계에서 머리로 하드캐리,naverseries,,LUCKY WORKSHOP,무협,시즌 휴재,28일,1,9.0,120,5화,"미디어그룹의 잘나가는 편집장인 데이비드 킴,비평으로 작가들을 연재처에서 잘리게 하며 거들먹거리며 살다가, 난데없이 '시스템'에 의해 무협 소설 세계로 차원이동한다?그런데 자신이 작품을 까내리며 했던 발언""길 가던 똥개가 이 작품 주인공보다 낫겠네"" 를 반영한 시스템에 의해무협 세계관에서 개가 되었다시스템이 주는 퀘스트를 클리어하여사람의 모습이 되고, 무협 세계관에 혁명을 일으키는데…접기",https://series.naver.com/comic/detail.series?productNo=5695122&sortOrder=DESC#priceInfo
하지만 너는 2D잖아,naverseries,마주,마주,순정,시즌 휴재,42일,24,9.9,50,8화,아싸 고등학생 최수아는 어느 날 기묘한 힘에 이끌려 좋아하던 순정만화 속으로 들어가게 된다낯설고도 익숙한 그곳에서 만난 이는 최애 캐릭터인 남주인공 정지훈?미성숙한 덕후 최수아가 만화 속 친구들과 동고동락하며 성장해가는 일상 드라마접기,https://series.naver.com/comic/detail.series?productNo=8059001&sortOrder=DESC#priceInfo
천하무적 임훈,naverseries,,Super content,소년,완결,1일,4,5.4,206,10화,"여자친구에게 차인 순정파 소년이 죽음의 문턱 앞에서 '변태 짓'으로 천하무적이 될 수 있는 '시스템'을 얻었다운동이면 운동, 시험이면 시험, 주식이면 주식, 게임이면 게임, 거기에 싸움 실력까지 그야말로 모든 분야의 천하무적이 되어가는 여정에 당신을 초대한다",https://series.naver.com/comic/detail.series?productNo=6540832&sortOrder=DESC#priceInfo
먼치킨 육아일기,naverseries,,아란쨩x빅베어,소년,완결,수,7,8.3,217,12화,"전직 킬러였던  민환 그는 죽음의 문턱 앞에서 명계에 도달한다    사랑하는 사람을 다시 만나기 위해 5년간 악착같이 수련한 그는,    명계에서 '마존'이라는 타이틀을 달 정도로 강해졌다    마침내, 원래 세계로 돌아갈 수 있다는 확신이 생겨 이를 실행한다        그런데 잠깐    나한테 딸이 있다고?        나도 모르는 사이에 생긴 딸    어쩌겠어? 행복할 수 있도록 잘 해줘야지        먼치킨 아빠의 육아일기, 시작합니다접기",https://series.naver.com/comic/detail.series?productNo=6831395&sortOrder=DESC#priceInfo
또라이 대사형 무림생존기,naverseries,세기말,세기말,소년,시즌 휴재,98일,167,8.8,357,15화,"무협의 세계로 타임슬립 했는데, 뭐? 내가 주인공이 아니라고? 이러면 상황이 난처해지는데몬스터 처치고 뭐고 우선 살고 봐야겠어",https://series.naver.com/comic/detail.series?productNo=2632008&sortOrder=DESC#priceInfo
밀과 보리가 자란다,naverseries,,이하늘,드라마,완결,화,6,9.9,126,2화,"[밀과 보리가 자란다, 밀과 보리가 자란다, 밀과 보리가 자라는 것은 누구든지 알지요♪]스물 다섯 홍마례,자신이 그린 노을 그림을 보며 죽는 시늉을 하던 그녀의 삶에'운명'처럼 다가온 게임 '밀과 보리가 자란다'코뼈가 부러질듯한(?) 충격으로 다가온 그 게임은,마례의 삶을 온통 흙냄새로 뒤덮어버리는데어째 싫지는 않은 것 같기도???접기",https://series.naver.com/comic/detail.series?productNo=5108067&sortOrder=DESC#priceInfo
태자비는 미소년 게임이 하고 싶다,naverseries,오소택,오소택,순정,완결,월,6,9.7,190,3화,"미소년 게임 덕후 해원이세계 여인의 몸에 빙의하다갑자기 빙의된 것도 황당한데호운국 태자의 잠자리 수발을 들고 있다니게다가 내가 태자비 선발전에 참가한 여인이라고?이게 무슨 소리야 그런 건 모르겠고 어서 원래 세계로 돌려보내주기나 해태자비 자리를 두고 온갖 음모가 몰아치는 궁중에서해원은 귀여운 저승사자와 신묘한 아이템의 도움으로어찌어찌 어려움을 헤쳐나간다그런 해원을 기다리는 건 미소년 그리고 또 다른 미소년?미소년 게임처럼 해원의 선택이 곧 현실이 되는 이세계그녀에게 주어진 운명의 선택지는 무얼까?""누구를 선택할지는 전부 아가씨의 선택에 달려 있습니다“""안 해 세상에 정해진 게 어디 있어?“[한글 로고 디자인] 송지혜접기",https://series.naver.com/comic/detail.series?productNo=5367063&sortOrder=DESC#priceInfo
악마가 속삭일 때,naverseries,iCiyuan,iCiyuan,순정,완결,6일,2,9.3,223,5화,내 친구가 나 대신 여행을 떠났다가 죽었다난 그 친구 대신 친구의 약혼자와 결혼을??이 사람은 재벌가 도련님이 아니야 악마야접기,https://series.naver.com/comic/detail.series?productNo=8379396&sortOrder=DESC#priceInfo
사랑하는 사람이 생겼습니다,naverseries,진주,모모,순정,완결,월,3,9.8,88,3화,"진주 작가의 소설 <사랑하는 사람이 생겼습니다>의 웹툰화 까칠하고 도도한 교수 서이현은 평범한 듯 수수한, 하지만 그래서 더 눈길이 가는 학생, 서남우에게 점점 빠져든다 아픈 과거를 가진 남우 역시 상처를 극복하고 이현에게 마음을 열지만, 두 사람을 가로막는 큰 벽에 부딪히게 되는데…접기",https://series.naver.com/comic/detail.series?productNo=9339002&sortOrder=DESC#priceInfo
프로듀스 온리원,naverseries,류가명,류가명,드라마,완결,42일,7,9.9,57,8화,최애 아이돌이 내 앞에서만 노래한다?분리수거장에서 실수로 쓰레기를 뒤집어쓰게 만든 이웃 주민이 알고보니 5인조 남자 아이돌 블루 블랙의 멤버 전진솔해체한지 3년이나 지났지만 한눈에 알아본 찐팬 원여원은 무대를 더 보고 싶은 마음에 사로잡히고그동안 은둔해왔던 진솔과 팬심 가득한 유튜브를 시작하게 되는데접기,https://series.naver.com/comic/detail.series?productNo=8441741&sortOrder=DESC#priceInfo
귀곡의 문,naverseries,삼촌,삼촌,순정,완결,28일,640,10.0,190,28화,"귀신소굴로 유명한 삼도천동의 흉가,평범한(?) 세입자들의 일상 개그",https://series.naver.com/comic/detail.series?productNo=3699859&sortOrder=DESC#priceInfo
엉덩이가 잘못했네,naverseries,줄라이키스,자몽사이다(유툰),순정,완결,수,30,9.4,87,4화,"잘나가는 경호 회사 팀장인 성아 어느 날 술에 취해 처음 본 남자와 잤다L&P 코어 대표인 재헌 부자에다 능력도 좋고 잘 생기고 몸매도 좋은 완벽남술에 취한 성아가 자신의 차 보닛에 올라가 술 주정을 하는 성아의 모습에 반해버렸다재헌과의 하룻밤을 그냥 하루로 흘려보내고 싶은 성아와 달리 재헌은 성아에게 매달린다수없이 많은 두드림 끝에 마침내 성아의 마음을 얻은 재헌하지만 얼마 지나지 않아 예상치 못한 방해꾼이 나타나 그들의 사랑을 방해하기 시작하는데,접기",https://series.naver.com/comic/detail.series?productNo=6167958&sortOrder=DESC#priceInfo
달콤살벌한 약혼자,naverseries,,아이리더,순정,완결,5일,81,7.5,592,9화,군벌의 젊은 사령관과 눈처럼 하얗고 맑은 그녀가 만났다순수할 줄 만 알았던 그녀가 생각보다 쉬운 상대가 아닌듯한데…그와 그녀의 관계는 과연 어떤 방향으로…접기,https://series.naver.com/comic/detail.series?productNo=3462603&sortOrder=DESC#priceInfo
여왕의 나라,naverseries,딱정벌레,치라,드라마,완결,금,10,9.9,125,2화,"[ 제 2회 저스툰 공모전 대상작, 네 여자가 펼치는 유쾌한 정치 혁명극 ]어디에도 여자를 위한 나라는 없다여왕의 나라 블레넘, 차기 여왕 후보생들이 들추어 내는 나라의 검은 비밀들여성에 의한, 여성을 위한 유쾌한 정치 혁명극이 시작된다마지막에 왕관을 손에 넣는 건 누구일까?접기",https://series.naver.com/comic/detail.series?productNo=4623001&sortOrder=DESC#priceInfo
"이 말세의 구세주, 나란 남자",naverseries,신성LL,명만천하,소년,시즌 휴재,화,12,7.6,244,5화,"취준생 강새벽은 벼락을 맞은 뒤로 전기를 이용해 이세계로 이동하거나, 작은 공간을 만들 수 있는 능력을 가지게 된다어느 날 괴물들이 우글거리는 말세에 간 강새벽은 그곳에서 황금을 찾아 돈을 벌기로 결심한다그러다 우연히 발견한 집에서 굶어 죽기 직전인 여인을 구하게 되고, 서로의 목적을 위해 둘은 한 팀이 되어 이세계의 괴물들과 싸우게 되는데접기",https://series.naver.com/comic/detail.series?productNo=4548059&sortOrder=DESC#priceInfo
대표님 꼭 안아주세요,naverseries,,아이리더,드라마,완결,2일,21,7.4,298,10화,"우연히 마주친 남자와 보낸 하룻 밤, 그걸로 끝인 줄 알았지만, 계속해서 그와 마주치게 된다 남자는 그녀에게 끊임없이 구애를 하지만, 자존심 때문에 그를 받아들이지 못한다 어느날 특별한 사건이 발생하게 되고 그녀는 남자에게 조금씩 마음을 열게 되는데",https://series.naver.com/comic/detail.series?productNo=4810996&sortOrder=DESC#priceInfo
롤짱,naverseries,김성모,김성모,소년,완결,수,6,6.1,82,15화,"롤 짱 시놉현재 대한민국 최고의 게임 리그오브레전드를 각색하여 김성모가 만든 작품고교생인 강건마는 학교에서 소심하고, 조용한 성격의 범생이다따라서, 학교의 일진인 박 장군 무리들에게 늘 당하며 빵셔틀을 당하는 신세다강건마 역시 뜨거운 피는 있었지만, 폭력이 두려워서 참고만 있는 상태하지만 공부도, 운동도, 외모도 평범한 강건마가 유독 잘 하는게 있었는데, 그것은 바로 리그오브레전드~롤 게임이었다 그것도 가장 다루기 힘들다는 캐릭터 중 하나인 리심 이었다리심은 왠지 강건마 자신을 닮은 것 같았다 수도자의 위치에서, 두 눈도 안 보이는 장님 인데다, 그럼에도 불구하고 막강한 힘을 가지고 있었던 것이다강건마는 리심을 통해 자신의 정체성을 느끼며 최고의 전투력으로 게임 속에서 싸워나갔다그런데 그러던 어느 날 박장군 무리들에게 또 다시 괴롭힘을 당하고 온 강건마는 미친 듯이 롤 게임을 하다가문득 깨닫는다 만약 내가 리심의 전투기술을 실제로 연마하면 어떨까?그리고 결국 강건마는 리심의 전투기술을 현실에서 수련하기 시작한다그리고 곧 박장군 무리들까지 꺽어 버리게 되는데하지만, 리심을 수련한 강건마에게 또 다른 도전이 생겨난다그것은 이제껏 한번도 상상해 보지 못한 강건마 처럼 리그오브레전드, 롤 게임 캐릭터들의현실적인 수련자들이 있다는 것~리심, 진짜오, 베인, 미스터이, 자루반, 가렘, 타모, 릭스 등등기라성 같은 롤 게임의 현실적인 전투사들의 난타전에 독자 여러분들을 참전 시킴니다~접기",https://series.naver.com/comic/detail.series?productNo=3971014&sortOrder=DESC#priceInfo
총수 비기닝,naverseries,정기영,이시혁,소년,완결,목,12,8.1,327,9화,전국구인 천무덕의 탄생 신화 인기 웹툰 '총수'가 다시 돌아왔다총수 THE BEGINNING접기,https://series.naver.com/comic/detail.series?productNo=4713926&sortOrder=DESC#priceInfo
눈을 떠보니 마왕이 되어있었습니다,naverseries,망아지,핍스,순정,완결,15일,2,9.7,53,3화,"뮤지컬 배우를 꿈꾸며 생활비를 위해 알바를 전전하던 '이진주'교통사고 후 눈을 뜨니 자신의 최애 로판 소설 속 1부 최종 보스,마왕에 빙의한 상태였다용사에게 토벌되어 죽을 운명의 마왕에게 빙의한 진주는어떻게든 마왕이 된 자신의 운명을 바꾸려고 하는데어떻게든 원래 세상으로 돌아가겠어진주는 자신이 원하는 대로 운명을 만들어갈 수 있을까?#빙의물 #판타지물 #마왕과용사 #앙숙 #철벽남 #엉뚱녀접기",https://series.naver.com/comic/detail.series?productNo=6820030&sortOrder=DESC#priceInfo
"천마디 말보다, 너",naverseries,,Hutao,순정,완결,수,8,8.8,53,3화,"“돌아갈 곳이 없고, 앞날이 어떻대도 상관없어 평생 오빠로 살 수밖에 없다 해도, 감옥에 갇힌 것처럼 항상 네 곁을 맴돌 거야”초등학교 때 어머니와 후미진 골목을 지나다 버려진 아이를 발견한 ‘유천성’ 차마 그냥 지나칠 수 없었던 그는 아버지를 설득해서라도 키우겠다며 아이를 집으로 데려간다 하지만 술에 절어 사는 아버지의 폭력은 매일같이 계속되고, 어느 날 집에서 끔찍한 사건이 벌어진 후, 오빠는 동생 ‘나래’를 데리고 도망친다‘살인자의 자식’이라는 꼬리표가 달린 남매는 의지할 곳이 없다 서로에게 마음을 기댄 채 차가운 손가락질을 참아내는 시간 속에, 언제일지 모르는 그 어느 날부터 책임과 정, 사랑, 복잡한 감정에 휩싸이고 마는데… 오빠 바라기 ‘강나래’ 동생 바보 ‘유천성’ 어느 날 불쑥 동생을 찾아온 검은 양복의 남자… 동생에게 어떤 사연이 숨겨져 있는 걸까? 남매 앞에는 어떤 일들이 기다리고 있을까?접기",https://series.naver.com/comic/detail.series?productNo=5975822&sortOrder=DESC#priceInfo
세기의 악녀,naverseries,네온비,PITO,순정,완결,월,1,9.6,52,4화,잃어버린 아름다움과 영광을 다시 찾을 수 있는 단 한 번의 위험한 기회 당신이라면 미(美)칩을 이식하시겠습니까?,https://series.naver.com/comic/detail.series?productNo=9858771&sortOrder=DESC#priceInfo
